medal_type,medal_code,medal_date,athlete_short_name,athlete_name,athlete_sex,country_code,discipline_code,event,country,discipline
Gold Medal,1,2021-08-07,WILLIAMS A,WILLIAMS Alys,W,USA,WPO,Women,United States of America,Water Polo
Gold Medal,1,2021-08-07,NEUSHUL J,NEUSHUL Jamie,W,USA,WPO,Women,United States of America,Water Polo
Gold Medal,1,2021-08-07,GILCHRIST K,GILCHRIST Kaleigh,W,USA,WPO,Women,United States of America,Water Polo
Gold Medal,1,2021-08-07,FISCHER M,FISCHER Makenzie,W,USA,WPO,Women,United States of America,Water Polo
Gold Medal,1,2021-08-07,MUSSELMAN M,MUSSELMAN Madeline,W,USA,WPO,Women,United States of America,Water Polo
Gold Medal,1,2021-08-07,SEIDEMANN M,SEIDEMANN Melissa,W,USA,WPO,Women,United States of America,Water Polo
Gold Medal,1,2021-08-07,STEFFENS M,STEFFENS Margaret,W,USA,WPO,Women,United States of America,Water Polo
Gold Medal,1,2021-08-07,HAUSCHILD P,HAUSCHILD Paige,W,USA,WPO,Women,United States of America,Water Polo
Gold Medal,1,2021-08-07,FATTAL R,FATTAL Rachel,W,USA,WPO,Women,United States of America,Water Polo
Gold Medal,1,2021-08-07,HARALABIDIS S,HARALABIDIS Stephanie,W,USA,WPO,Women,United States of America,Water Polo
Silver Medal,2,2021-08-07,BACH M,BACH Marta,W,ESP,WPO,Women,Spain,Water Polo
Silver Medal,2,2021-08-07,ESPAR LLAQUET A,ESPAR LLAQUET Anna,W,ESP,WPO,Women,Spain,Water Polo
Silver Medal,2,2021-08-07,ESPAR LLAQUET C,ESPAR LLAQUET Clara,W,ESP,WPO,Women,Spain,Water Polo
Silver Medal,2,2021-08-07,ESTER RAMOS L,ESTER RAMOS Laura,W,ESP,WPO,Women,Spain,Water Polo
Silver Medal,2,2021-08-07,FORCA ARIZA J,FORCA ARIZA Judith,W,ESP,WPO,Women,Spain,Water Polo
Silver Medal,2,2021-08-07,GARCIA GODOY M,GARCIA GODOY Maica,W,ESP,WPO,Women,Spain,Water Polo
Silver Medal,2,2021-08-07,GONZALEZ LOPEZ I,GONZALEZ LOPEZ Irene,W,ESP,WPO,Women,Spain,Water Polo
Silver Medal,2,2021-08-07,LEITON ARRONES P,LEITON ARRONES Paula,W,ESP,WPO,Women,Spain,Water Polo
Silver Medal,2,2021-08-07,ORTIZ B,ORTIZ Bea,W,ESP,WPO,Women,Spain,Water Polo
Silver Medal,2,2021-08-07,PENA P,PENA Pili,W,ESP,WPO,Women,Spain,Water Polo
Silver Medal,2,2021-08-07,SANCHEZ GONZALEZ M,SANCHEZ GONZALEZ Maria Elena,W,ESP,WPO,Women,Spain,Water Polo
Silver Medal,2,2021-08-07,TARRAGO AYMERICH R,TARRAGO AYMERICH Roser,W,ESP,WPO,Women,Spain,Water Polo
Silver Medal,2,2021-08-07,RUIZ E,RUIZ Elena,W,ESP,WPO,Women,Spain,Water Polo
Bronze Medal,3,2021-08-07,GANGL E,GANGL Edina,W,HUN,WPO,Women,Hungary,Water Polo
Bronze Medal,3,2021-08-07,GARDA K,GARDA Krisztina,W,HUN,WPO,Women,Hungary,Water Polo
Bronze Medal,3,2021-08-07,GURISATTI G,GURISATTI Greta,W,HUN,WPO,Women,Hungary,Water Polo
Bronze Medal,3,2021-08-07,GYONGYOSSY A,GYONGYOSSY Aniko,W,HUN,WPO,Women,Hungary,Water Polo
Bronze Medal,3,2021-08-07,ILLES A,ILLES Anna,W,HUN,WPO,Women,Hungary,Water Polo
Bronze Medal,3,2021-08-07,KESZTHELYI R,KESZTHELYI Rita,W,HUN,WPO,Women,Hungary,Water Polo
Bronze Medal,3,2021-08-07,LEIMETER D,LEIMETER Dora,W,HUN,WPO,Women,Hungary,Water Polo
Bronze Medal,3,2021-08-07,MAGYARI A,MAGYARI Alda,W,HUN,WPO,Women,Hungary,Water Polo
Bronze Medal,3,2021-08-07,PARKES R,PARKES Rebecca,W,HUN,WPO,Women,Hungary,Water Polo
Bronze Medal,3,2021-08-07,RYBANSKA N,RYBANSKA Natasa,W,HUN,WPO,Women,Hungary,Water Polo
Bronze Medal,3,2021-08-07,SZILAGYI D,SZILAGYI Dorottya,W,HUN,WPO,Women,Hungary,Water Polo
Bronze Medal,3,2021-08-07,SZUCS G,SZUCS Gabriella,W,HUN,WPO,Women,Hungary,Water Polo
Bronze Medal,3,2021-08-07,VALYI V,VALYI Vanda,W,HUN,WPO,Women,Hungary,Water Polo
Gold Medal,1,2021-08-07,OTOGURO T,OTOGURO Takuto,M,JPN,WRE,Men's Freestyle 65kg,Japan,Wrestling
Silver Medal,2,2021-08-07,ALIYEV H,ALIYEV Haji,M,AZE,WRE,Men's Freestyle 65kg,Azerbaijan,Wrestling
Bronze Medal,3,2021-08-07,RASHIDOV G,RASHIDOV Gadzhimurad,M,ROC,WRE,Men's Freestyle 65kg,ROC,Wrestling
Bronze Medal,3,2021-08-07,BAJRANG B,BAJRANG Bajrang,M,IND,WRE,Men's Freestyle 65kg,India,Wrestling
Gold Medal,1,2021-08-07,SADULAEV A,SADULAEV Abdulrashid,M,ROC,WRE,Men's Freestyle 97kg,ROC,Wrestling
Silver Medal,2,2021-08-07,SNYDER KF,SNYDER Kyle Frederick,M,USA,WRE,Men's Freestyle 97kg,United States of America,Wrestling
Bronze Medal,3,2021-08-07,SALAS PEREZ R,SALAS PEREZ Reineris,M,CUB,WRE,Men's Freestyle 97kg,Cuba,Wrestling
Bronze Medal,3,2021-08-07,CONYEDO RUANO ADJ,CONYEDO RUANO Abraham de Jesus,M,ITA,WRE,Men's Freestyle 97kg,Italy,Wrestling
Gold Medal,1,2021-08-07,SUSAKI Y,SUSAKI Yui,W,JPN,WRE,Women's Freestyle 50kg,Japan,Wrestling
Silver Medal,2,2021-08-07,SUN Y,SUN Yanan,W,CHN,WRE,Women's Freestyle 50kg,People's Republic of China,Wrestling
Bronze Medal,3,2021-08-07,STADNIK M,STADNIK Mariya,W,AZE,WRE,Women's Freestyle 50kg,Azerbaijan,Wrestling
Bronze Medal,3,2021-08-07,HILDEBRANDT SA,HILDEBRANDT Sarah Ann,W,USA,WRE,Women's Freestyle 50kg,United States of America,Wrestling
Gold Medal,1,2021-08-08,KIPCHOGE E,KIPCHOGE Eliud,M,KEN,ATH,Men's Marathon,Kenya,Athletics
Silver Medal,2,2021-08-08,NAGEEYE A,NAGEEYE Abdi,M,NED,ATH,Men's Marathon,Netherlands,Athletics
Bronze Medal,3,2021-08-08,ABDI B,ABDI Bashir,M,BEL,ATH,Men's Marathon,Belgium,Athletics
Gold Medal,1,2021-08-08,ATKINS A,ATKINS Ariel,W,USA,BKB,Women,United States of America,Basketball
Gold Medal,1,2021-08-08,WILSON A,WILSON A'ja,W,USA,BKB,Women,United States of America,Basketball
Gold Medal,1,2021-08-08,GRINER B,GRINER Brittney,W,USA,BKB,Women,United States of America,Basketball
Gold Medal,1,2021-08-08,STEWART B,STEWART Breanna,W,USA,BKB,Women,United States of America,Basketball
Gold Medal,1,2021-08-08,GRAY C,GRAY Chelsea,W,USA,BKB,Women,United States of America,Basketball
Gold Medal,1,2021-08-08,LOYD J,LOYD Jewell,W,USA,BKB,Women,United States of America,Basketball
Gold Medal,1,2021-08-08,TAURASI D,TAURASI Diana,W,USA,BKB,Women,United States of America,Basketball
Gold Medal,1,2021-08-08,BIRD S,BIRD Sue,W,USA,BKB,Women,United States of America,Basketball
Gold Medal,1,2021-08-08,DIGGINS S,DIGGINS Skylar,W,USA,BKB,Women,United States of America,Basketball
Gold Medal,1,2021-08-08,FOWLES S,FOWLES Sylvia,W,USA,BKB,Women,United States of America,Basketball
Gold Medal,1,2021-08-08,CHARLES T,CHARLES Tina,W,USA,BKB,Women,United States of America,Basketball
Gold Medal,1,2021-08-08,COLLIER N,COLLIER Napheesa,W,USA,BKB,Women,United States of America,Basketball
Silver Medal,2,2021-08-08,MIYOSHI N,MIYOSHI Naho,W,JPN,BKB,Women,Japan,Basketball
Silver Medal,2,2021-08-08,TAKADA M,TAKADA Maki,W,JPN,BKB,Women,Japan,Basketball
Silver Medal,2,2021-08-08,MACHIDA R,MACHIDA Rui,W,JPN,BKB,Women,Japan,Basketball
Silver Medal,2,2021-08-08,MIYAZAWA Y,MIYAZAWA Yuki,W,JPN,BKB,Women,Japan,Basketball
Silver Medal,2,2021-08-08,MOTOHASHI N,MOTOHASHI Nako,W,JPN,BKB,Women,Japan,Basketball
Silver Medal,2,2021-08-08,NAGAOKA M,NAGAOKA Moeko,W,JPN,BKB,Women,Japan,Basketball
Silver Medal,2,2021-08-08,HAYASHI S,HAYASHI Saki,W,JPN,BKB,Women,Japan,Basketball
Silver Medal,2,2021-08-08,MAWULI E,MAWULI Evelyn,W,JPN,BKB,Women,Japan,Basketball
Silver Medal,2,2021-08-08,MIYAZAKI S,MIYAZAKI Saori,W,JPN,BKB,Women,Japan,Basketball
Silver Medal,2,2021-08-08,AKAHO H,AKAHO Himawari,W,JPN,BKB,Women,Japan,Basketball
Silver Medal,2,2021-08-08,OKOYE M,OKOYE Monica,W,JPN,BKB,Women,Japan,Basketball
Silver Medal,2,2021-08-08,TODO N,TODO Nanako,W,JPN,BKB,Women,Japan,Basketball
Bronze Medal,3,2021-08-08,FAUTHOUX M,FAUTHOUX Marine,W,FRA,BKB,Women,France,Basketball
Bronze Medal,3,2021-08-08,DUCHET A,DUCHET Alix,W,FRA,BKB,Women,France,Basketball
Bronze Medal,3,2021-08-08,JOHANNES M,JOHANNES Marine,W,FRA,BKB,Women,France,Basketball
Bronze Medal,3,2021-08-08,MICHEL S,MICHEL Sarah,W,FRA,BKB,Women,France,Basketball
Bronze Medal,3,2021-08-08,VUKOSAVLJEVIC V,VUKOSAVLJEVIC Valeriane,W,FRA,BKB,Women,France,Basketball
Bronze Medal,3,2021-08-08,TCHATCHOUANG D,TCHATCHOUANG Diandra,W,FRA,BKB,Women,France,Basketball
Bronze Medal,3,2021-08-08,MIYEM E,MIYEM Endene,W,FRA,BKB,Women,France,Basketball
Bronze Medal,3,2021-08-08,CHARTEREAU A,CHARTEREAU Alexia,W,FRA,BKB,Women,France,Basketball
Bronze Medal,3,2021-08-08,GRUDA S,GRUDA Sandrine,W,FRA,BKB,Women,France,Basketball
Bronze Medal,3,2021-08-08,RUPERT I,RUPERT Iliana,W,FRA,BKB,Women,France,Basketball
Bronze Medal,3,2021-08-08,CIAK H,CIAK Helena,W,FRA,BKB,Women,France,Basketball
Bronze Medal,3,2021-08-08,WILLIAMS G,WILLIAMS Gabby,W,FRA,BKB,Women,France,Basketball
Gold Medal,1,2021-08-08,CRUZ A,CRUZ Andy,M,CUB,BOX,Men's Light (57-63kg),Cuba,Boxing
Silver Medal,2,2021-08-08,DAVIS K,DAVIS Keyshawn,M,USA,BOX,Men's Light (57-63kg),United States of America,Boxing
Gold Medal,1,2021-08-08,JALOLOV B,JALOLOV Bakhodir,M,UZB,BOX,Men's Super Heavy (+91kg),Uzbekistan,Boxing
Silver Medal,2,2021-08-08,TORREZ JR R,TORREZ JR Richard,M,USA,BOX,Men's Super Heavy (+91kg),United States of America,Boxing
Gold Medal,1,2021-08-08,HARRINGTON KA,HARRINGTON Kellie Anne,W,IRL,BOX,Women's Light (57-60kg),Ireland,Boxing
Silver Medal,2,2021-08-08,FERREIRA B,FERREIRA Beatriz,W,BRA,BOX,Women's Light (57-60kg),Brazil,Boxing
Gold Medal,1,2021-08-08,PRICE L,PRICE Lauren,W,GBR,BOX,Women's Middle (69-75kg),Great Britain,Boxing
Silver Medal,2,2021-08-08,LI Q,LI Qian,W,CHN,BOX,Women's Middle (69-75kg),People's Republic of China,Boxing
Gold Medal,1,2021-08-08,KENNY J,KENNY Jason,M,GBR,CTR,Men's Keirin,Great Britain,Cycling Track
Silver Medal,2,2021-08-08,AWANG MA,AWANG Mohd Azizulhasni,M,MAS,CTR,Men's Keirin,Malaysia,Cycling Track
Bronze Medal,3,2021-08-08,LAVREYSEN H,LAVREYSEN Harrie,M,NED,CTR,Men's Keirin,Netherlands,Cycling Track
Gold Medal,1,2021-08-08,VALENTE J,VALENTE Jennifer,W,USA,CTR,Women's Omnium,United States of America,Cycling Track
Silver Medal,2,2021-08-08,KAJIHARA Y,KAJIHARA Yumi,W,JPN,CTR,Women's Omnium,Japan,Cycling Track
Bronze Medal,3,2021-08-08,WILD K,WILD Kirsten,W,NED,CTR,Women's Omnium,Netherlands,Cycling Track
Gold Medal,1,2021-08-08,MITCHELL K,MITCHELL Kelsey,W,CAN,CTR,Women's Sprint,Canada,Cycling Track
Silver Medal,2,2021-08-08,STARIKOVA O,STARIKOVA Olena,W,UKR,CTR,Women's Sprint,Ukraine,Cycling Track
Bronze Medal,3,2021-08-08,LEE WS,LEE Wai Sze,W,HKG,CTR,Women's Sprint,"Hong Kong, China",Cycling Track
Gold Medal,1,2021-08-08,EDWIGE B,EDWIGE Beatrice,W,FRA,HBL,Women,France,Handball
Gold Medal,1,2021-08-08,NZE MINKO E,NZE MINKO Estelle,W,FRA,HBL,Women,France,Handball
Gold Medal,1,2021-08-08,LEYNAUD A,LEYNAUD Amandine,W,FRA,HBL,Women,France,Handball
Gold Medal,1,2021-08-08,DARLEUX C,DARLEUX Cleopatre,W,FRA,HBL,Women,France,Handball
Gold Medal,1,2021-08-08,LASSOURCE C,LASSOURCE Coralie,W,FRA,HBL,Women,France,Handball
Gold Medal,1,2021-08-08,VALENTINI C,VALENTINI Chloe,W,FRA,HBL,Women,France,Handball
Gold Medal,1,2021-08-08,FOPPA P,FOPPA Pauletta,W,FRA,HBL,Women,France,Handball
Gold Medal,1,2021-08-08,LACRABERE A,LACRABERE Alexandra,W,FRA,HBL,Women,France,Handball
Gold Medal,1,2021-08-08,SERCIEN UGOLIN O,SERCIEN UGOLIN Oceane,W,FRA,HBL,Women,France,Handball
Gold Medal,1,2021-08-08,COATANEA P,COATANEA Pauline,W,FRA,HBL,Women,France,Handball
Gold Medal,1,2021-08-08,FLIPPES L,FLIPPES Laura,W,FRA,HBL,Women,France,Handball
Gold Medal,1,2021-08-08,DANCETTE B,DANCETTE Blandine,W,FRA,HBL,Women,France,Handball
Gold Medal,1,2021-08-08,ZAADI DEUNA G,ZAADI DEUNA Grace,W,FRA,HBL,Women,France,Handball
Gold Medal,1,2021-08-08,NOCANDY M,NOCANDY Meline,W,FRA,HBL,Women,France,Handball
Gold Medal,1,2021-08-08,PINEAU A,PINEAU Allison,W,FRA,HBL,Women,France,Handball
Gold Medal,1,2021-08-08,NIAKATE K,NIAKATE Kalidiatou,W,FRA,HBL,Women,France,Handball
Silver Medal,2,2021-08-08,BOBROVNIKOVA V,BOBROVNIKOVA Vladlena,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,2021-08-08,VEDEKHINA P,VEDEKHINA Polina,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,2021-08-08,VYAKHIREVA A,VYAKHIREVA Anna,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,2021-08-08,GORSHKOVA P,GORSHKOVA Polina,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,2021-08-08,DMITRIEVA D,DMITRIEVA Daria,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,2021-08-08,ILINA E,ILINA Ekaterina,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,2021-08-08,KALININA V,KALININA Viktoriia,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,2021-08-08,KUZNETSOVA P,KUZNETSOVA Polina,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,2021-08-08,MAKEEVA K,MAKEEVA Kseniia,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,2021-08-08,MANAGAROVA I,MANAGAROVA Iuliia,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,2021-08-08,MIKHAYLICHENKO E,MIKHAYLICHENKO Elena,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,2021-08-08,SEDOYKINA A,SEDOYKINA Anna,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,2021-08-08,SEN A,SEN Anna,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,2021-08-08,SKOROBOGATCHENKO A,SKOROBOGATCHENKO Antonina,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,2021-08-08,FOMINA O,FOMINA Olga,W,ROC,HBL,Women,ROC,Handball
Bronze Medal,3,2021-08-08,TOMAC M,TOMAC Marta,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,2021-08-08,JACOBSEN M,JACOBSEN Marit,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,2021-08-08,MOERK N,MOERK Nora,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,2021-08-08,REISTAD H,REISTAD Henny,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,2021-08-08,KRISTIANSEN V,KRISTIANSEN Veronica,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,2021-08-08,SKOGRAND S,SKOGRAND Stine,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,2021-08-08,LUNDE K,LUNDE Katrine,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,2021-08-08,JOHANSEN VI,JOHANSEN Vilde Ingeborg,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,2021-08-08,BREISTOEL K,BREISTOEL Kristine,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,2021-08-08,FRAFJORD MM,FRAFJORD Marit Malm,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,2021-08-08,BRATTSET DALE K,BRATTSET DALE Kari,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,2021-08-08,BREDAL OFTEDAL S,BREDAL OFTEDAL Stine,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,2021-08-08,SOLBERG ISAKSEN S,SOLBERG ISAKSEN Sanna,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,2021-08-08,HERREM C,HERREM Camilla,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,2021-08-08,SOLBERG S,SOLBERG Silje,W,NOR,HBL,Women,Norway,Handball
Gold Medal,1,2021-08-08,DYANKOVA S,DYANKOVA Simona,W,BUL,GRY,Group All-Around,Bulgaria,Rhythmic Gymnastics
Gold Medal,1,2021-08-08,RADUKANOVA M,RADUKANOVA Madlen,W,BUL,GRY,Group All-Around,Bulgaria,Rhythmic Gymnastics
Gold Medal,1,2021-08-08,KIRYAKOVA S,KIRYAKOVA Stefani,W,BUL,GRY,Group All-Around,Bulgaria,Rhythmic Gymnastics
Gold Medal,1,2021-08-08,ZAFIROVA E,ZAFIROVA Erika,W,BUL,GRY,Group All-Around,Bulgaria,Rhythmic Gymnastics
Gold Medal,1,2021-08-08,TRAETS L,TRAETS Laura,W,BUL,GRY,Group All-Around,Bulgaria,Rhythmic Gymnastics
Silver Medal,2,2021-08-08,BLIZNYUK A,BLIZNYUK Anastasia,W,ROC,GRY,Group All-Around,ROC,Rhythmic Gymnastics
Silver Medal,2,2021-08-08,SHKATOVA A,SHKATOVA Angelina,W,ROC,GRY,Group All-Around,ROC,Rhythmic Gymnastics
Silver Medal,2,2021-08-08,TISHCHENKO A,TISHCHENKO Alisa,W,ROC,GRY,Group All-Around,ROC,Rhythmic Gymnastics
Silver Medal,2,2021-08-08,MAKSIMOVA A,MAKSIMOVA Anastasiia,W,ROC,GRY,Group All-Around,ROC,Rhythmic Gymnastics
Silver Medal,2,2021-08-08,TATAREVA A,TATAREVA Anastasiia,W,ROC,GRY,Group All-Around,ROC,Rhythmic Gymnastics
Bronze Medal,3,2021-08-08,MAURELLI A,MAURELLI Alessia,W,ITA,GRY,Group All-Around,Italy,Rhythmic Gymnastics
Bronze Medal,3,2021-08-08,CENTOFANTI M,CENTOFANTI Martina,W,ITA,GRY,Group All-Around,Italy,Rhythmic Gymnastics
Bronze Medal,3,2021-08-08,SANTANDREA M,SANTANDREA Martina,W,ITA,GRY,Group All-Around,Italy,Rhythmic Gymnastics
Bronze Medal,3,2021-08-08,DURANTI A,DURANTI Agnese,W,ITA,GRY,Group All-Around,Italy,Rhythmic Gymnastics
Bronze Medal,3,2021-08-08,MOGUREAN D,MOGUREAN Daniela,W,ITA,GRY,Group All-Around,Italy,Rhythmic Gymnastics
Gold Medal,1,2021-08-08,DREWS A,DREWS Andrea,W,USA,VVO,Women,United States of America,Volleyball
Gold Medal,1,2021-08-08,OGBOGU C,OGBOGU Chiaka,W,USA,VVO,Women,United States of America,Volleyball
Gold Medal,1,2021-08-08,AKINRADEWO F,AKINRADEWO Foluke,W,USA,VVO,Women,United States of America,Volleyball
Gold Medal,1,2021-08-08,WASHINGTON H,WASHINGTON Haleigh,W,USA,VVO,Women,United States of America,Volleyball
Gold Medal,1,2021-08-08,LARSON J,LARSON Jordan,W,USA,VVO,Women,United States of America,Volleyball
Gold Medal,1,2021-08-08,WONG-ORANTES J,WONG-ORANTES Justine,W,USA,VVO,Women,United States of America,Volleyball
Gold Medal,1,2021-08-08,HILL K,HILL Kimberly,W,USA,VVO,Women,United States of America,Volleyball
Gold Medal,1,2021-08-08,ROBINSON K,ROBINSON Kelsey,W,USA,VVO,Women,United States of America,Volleyball
Gold Medal,1,2021-08-08,BARTSCH-HACKLEY M,BARTSCH-HACKLEY Michelle,W,USA,VVO,Women,United States of America,Volleyball
Gold Medal,1,2021-08-08,HANCOCK M,HANCOCK Micha,W,USA,VVO,Women,United States of America,Volleyball
Gold Medal,1,2021-08-08,POULTER J,POULTER Jordyn,W,USA,VVO,Women,United States of America,Volleyball
Gold Medal,1,2021-08-08,THOMPSON J,THOMPSON Jordan,W,USA,VVO,Women,United States of America,Volleyball
Silver Medal,2,2021-08-08,CORREA AB,CORREA Ana Beatriz,W,BRA,VVO,Women,Brazil,Volleyball
Silver Medal,2,2021-08-08,da SILVA AC,da SILVA Ana Carolina,W,BRA,VVO,Women,Brazil,Volleyball
Silver Medal,2,2021-08-08,MENEZES OLIVEIRA .,MENEZES OLIVEIRA de SOUZA Ana Cris.,W,BRA,VVO,Women,Brazil,Volleyball
Silver Medal,2,2021-08-08,BRAIT C,BRAIT Camila,W,BRA,VVO,Women,Brazil,Volleyball
Silver Medal,2,2021-08-08,de OLIVEIRA SAAD .,de OLIVEIRA SAAD GATTAZ Caroline,W,BRA,VVO,Women,Brazil,Volleyball
Silver Medal,2,2021-08-08,RODRIGUES F,RODRIGUES Fernanda,W,BRA,VVO,Women,Brazil,Volleyball
Silver Medal,2,2021-08-08,BRAGA GUIMARAES G,BRAGA GUIMARAES Gabriela,W,BRA,VVO,Women,Brazil,Volleyball
Silver Medal,2,2021-08-08,SILVA CARNEIRO MF,SILVA CARNEIRO Macris Fernanda,W,BRA,VVO,Women,Brazil,Volleyball
Silver Medal,2,2021-08-08,PEREIRA N,PEREIRA Natalia,W,BRA,VVO,Women,Brazil,Volleyball
Silver Medal,2,2021-08-08,MONTIBELLER R,MONTIBELLER Rosamaria,W,BRA,VVO,Women,Brazil,Volleyball
Silver Medal,2,2021-08-08,RATZKE RS,RATZKE Roberta Silva,W,BRA,VVO,Women,Brazil,Volleyball
Silver Medal,2,2021-08-08,CAIXETA T,CAIXETA Tandara,W,BRA,VVO,Women,Brazil,Volleyball
